structure,robot,dataset,scene_id,r_filter,n_points,solved,time_secs,construction_secs,n_samples,n_nodes
kiddo,ur5,table_under_pick,37,0.06,1882,true,0.000511013,0.000070694,36,7
mvtable_simd,ur5,table_under_pick,37,0.06,1882,true,0.000176397,0.000155234,36,7
mvtable_mutable_simd,ur5,table_under_pick,37,0.06,1882,true,0.000166154,0.000155597,36,7
capt_simd,ur5,table_under_pick,37,0.06,1882,true,0.000185415,0.002064454,36,7
mvtable,ur5,table_under_pick,38,0.06,1938,true,0.000394809,0.000164773,23,11
mvtable_mutable,ur5,table_under_pick,38,0.06,1938,true,0.000367602,0.000162391,23,11
capt,ur5,table_under_pick,38,0.06,1938,true,0.000275062,0.002034697,23,11
kiddo,ur5,table_under_pick,38,0.06,1938,true,0.000712183,0.000069905,23,11
mvtable_simd,ur5,table_under_pick,38,0.06,1938,true,0.000361996,0.000162952,23,11
mvtable_mutable_simd,ur5,table_under_pick,38,0.06,1938,true,0.000362668,0.000162549,23,11
capt_simd,ur5,table_under_pick,38,0.06,1938,true,0.000281626,0.002123502,23,11
mvtable,ur5,table_under_pick,39,0.06,1261,true,0.000461836,0.000134872,47,6
mvtable_mutable,ur5,table_under_pick,39,0.06,1261,true,0.000395436,0.000114106,47,6
capt,ur5,table_under_pick,39,0.06,1261,true,0.000199359,0.001193574,47,6
kiddo,ur5,table_under_pick,39,0.06,1261,true,0.000419893,0.000049665,47,6
mvtable_simd,ur5,table_under_pick,39,0.06,1261,true,0.000375447,0.000120668,47,6
mvtable_mutable_simd,ur5,table_under_pick,39,0.06,1261,true,0.000403105,0.000112431,47,6
capt_simd,ur5,table_under_pick,39,0.06,1261,true,0.000190599,0.001247793,47,6
mvtable,ur5,table_under_pick,40,0.06,1906,true,0.000684841,0.000155709,23,10
mvtable_mutable,ur5,table_under_pick,40,0.06,1906,true,0.000660245,0.000161411,23,10
capt,ur5,table_under_pick,40,0.06,1906,true,0.000277842,0.001982994,23,10
kiddo,ur5,table_under_pick,40,0.06,1906,true,0.000648049,0.000067535,23,10
mvtable_simd,ur5,table_under_pick,40,0.06,1906,true,0.000627105,0.000157921,23,10
mvtable_mutable_simd,ur5,table_under_pick,40,0.06,1906,true,0.000697517,0.000157144,23,10
capt_simd,ur5,table_under_pick,40,0.06,1906,true,0.000277827,0.002112949,23,10
mvtable,ur5,table_under_pick,41,0.06,1878,true,0.000627201,0.000187686,34,14
mvtable_mutable,ur5,table_under_pick,41,0.06,1878,true,0.000594349,0.000155768,34,14
capt,ur5,table_under_pick,41,0.06,1878,true,0.000317291,0.002025305,34,14
kiddo,ur5,table_under_pick,41,0.06,1878,true,0.000852317,0.000064248,34,14
mvtable_simd,ur5,table_under_pick,41,0.06,1878,true,0.000578264,0.000157953,34,14
mvtable_mutable_simd,ur5,table_under_pick,41,0.06,1878,true,0.000622244,0.000155292,34,14
capt_simd,ur5,table_under_pick,41,0.06,1878,true,0.000347602,0.002134342,34,14
mvtable,ur5,table_under_pick,42,0.06,1879,true,0.000471895,0.000160165,14,10
mvtable_mutable,ur5,table_under_pick,42,0.06,1879,true,0.000449926,0.000156771,14,10
capt,ur5,table_under_pick,42,0.06,1879,true,0.000213208,0.00203877,14,10
kiddo,ur5,table_under_pick,42,0.06,1879,true,0.000581309,0.00006887,14,10
mvtable_simd,ur5,table_under_pick,42,0.06,1879,true,0.00043003,0.000156528,14,10
mvtable_mutable_simd,ur5,table_under_pick,42,0.06,1879,true,0.000467156,0.000156535,14,10
capt_simd,ur5,table_under_pick,42,0.06,1879,true,0.000232997,0.002081806,14,10
mvtable,ur5,table_under_pick,43,0.06,1908,true,0.000561672,0.000175675,128,11
mvtable_mutable,ur5,table_under_pick,43,0.06,1908,true,0.000523238,0.000158589,128,11
capt,ur5,table_under_pick,43,0.06,1908,true,0.000441922,0.00207868,128,11
kiddo,ur5,table_under_pick,43,0.06,1908,true,0.000940651,0.000069243,128,11
mvtable_simd,ur5,table_under_pick,43,0.06,1908,true,0.000513975,0.000167168,128,11
mvtable_mutable_simd,ur5,table_under_pick,43,0.06,1908,true,0.000528104,0.000157458,128,11
capt_simd,ur5,table_under_pick,43,0.06,1908,true,0.00037185,0.002181823,128,11
mvtable,ur5,table_under_pick,44,0.06,1902,true,0.00102977,0.00015718,44,24
mvtable_mutable,ur5,table_under_pick,44,0.06,1902,true,0.000844488,0.000256281,44,24
capt,ur5,table_under_pick,44,0.06,1902,true,0.000489065,0.002009561,44,24
kiddo,ur5,table_under_pick,44,0.06,1902,true,0.001475104,0.000066643,44,24
mvtable_simd,ur5,table_under_pick,44,0.06,1902,true,0.000787093,0.000182923,44,24
mvtable_mutable_simd,ur5,table_under_pick,44,0.06,1902,true,0.00081884,0.000155501,44,24
capt_simd,ur5,table_under_pick,44,0.06,1902,true,0.000521437,0.002108573,44,24
mvtable,ur5,table_under_pick,45,0.06,1934,true,0.000693964,0.000153225,126,11
mvtable_mutable,ur5,table_under_pick,45,0.06,1934,true,0.000674018,0.000159284,126,11
capt,ur5,table_under_pick,45,0.06,1934,true,0.000386912,0.002077403,126,11
kiddo,ur5,table_under_pick,45,0.06,1934,true,0.000744108,0.000075711,126,11
mvtable_simd,ur5,table_under_pick,45,0.06,1934,true,0.000728648,0.000158759,126,11
mvtable_mutable_simd,ur5,table_under_pick,45,0.06,1934,true,0.000659742,0.000164858,126,11
capt_simd,ur5,table_under_pick,45,0.06,1934,true,0.000331306,0.002189947,126,11
mvtable,ur5,table_under_pick,46,0.06,1931,true,0.001797497,0.000163051,75,32
mvtable_mutable,ur5,table_under_pick,46,0.06,1931,true,0.001675328,0.000160208,75,32
capt,ur5,table_under_pick,46,0.06,1931,true,0.000923627,0.002055176,75,32
kiddo,ur5,table_under_pick,46,0.06,1931,true,0.00201754,0.000070751,75,32
mvtable_simd,ur5,table_under_pick,46,0.06,1931,true,0.001664134,0.000168348,75,32
mvtable_mutable_simd,ur5,table_under_pick,46,0.06,1931,true,0.001695544,0.000162129,75,32
capt_simd,ur5,table_under_pick,46,0.06,1931,true,0.000814947,0.002267694,75,32
mvtable,ur5,table_under_pick,47,0.06,1884,true,0.000256982,0.000165821,72,6
mvtable_mutable,ur5,table_under_pick,47,0.06,1884,true,0.000238525,0.000155206,72,6
capt,ur5,table_under_pick,47,0.06,1884,true,0.000193193,0.002027326,72,6
kiddo,ur5,table_under_pick,47,0.06,1884,true,0.000560519,0.000066372,72,6
mvtable_simd,ur5,table_under_pick,47,0.06,1884,true,0.000244087,0.000156076,72,6
mvtable_mutable_simd,ur5,table_under_pick,47,0.06,1884,true,0.00024281,0.000154919,72,6
capt_simd,ur5,table_under_pick,47,0.06,1884,true,0.000213787,0.002111042,72,6
mvtable,ur5,table_under_pick,48,0.06,1966,true,0.001372863,0.000171954,47,27
mvtable_mutable,ur5,table_under_pick,48,0.06,1966,true,0.001267769,0.000164275,47,27
capt,ur5,table_under_pick,48,0.06,1966,true,0.000652204,0.00209977,47,27
kiddo,ur5,table_under_pick,48,0.06,1966,true,0.001700484,0.000070604,47,27
mvtable_simd,ur5,table_under_pick,48,0.06,1966,true,0.001292083,0.000165056,47,27
mvtable_mutable_simd,ur5,table_under_pick,48,0.06,1966,true,0.001287243,0.000163822,47,27
capt_simd,ur5,table_under_pick,48,0.06,1966,true,0.000637174,0.002234354,47,27
mvtable,ur5,table_under_pick,49,0.06,1943,true,0.000452384,0.000158477,36,10
mvtable_mutable,ur5,table_under_pick,49,0.06,1943,true,0.000427161,0.00015933,36,10
capt,ur5,table_under_pick,49,0.06,1943,true,0.000324191,0.002203868,36,10
kiddo,ur5,table_under_pick,49,0.06,1943,true,0.000830291,0.000069919,36,10
mvtable_simd,ur5,table_under_pick,49,0.06,1943,true,0.000417174,0.00015987,36,10
mvtable_mutable_simd,ur5,table_under_pick,49,0.06,1943,true,0.000427298,0.00016962,36,10
capt_simd,ur5,table_under_pick,49,0.06,1943,true,0.000300833,0.002119248,36,10
mvtable,ur5,table_under_pick,50,0.06,1947,true,0.003461767,0.000169792,119,55
mvtable_mutable,ur5,table_under_pick,50,0.06,1947,true,0.003282487,0.000163457,119,55
capt,ur5,table_under_pick,50,0.06,1947,true,0.0012276,0.002186963,119,55
kiddo,ur5,table_under_pick,50,0.06,1947,true,0.002892058,0.000070134,119,55
mvtable_simd,ur5,table_under_pick,50,0.06,1947,true,0.003122167,0.000173473,119,55
mvtable_mutable_simd,ur5,table_under_pick,50,0.06,1947,true,0.00338167,0.000162704,119,55
capt_simd,ur5,table_under_pick,50,0.06,1947,true,0.00123046,0.002112251,119,55
mvtable,fetch,bookshelf_small,2,0.048,2383,true,0.092323992,0.000099402,82664,25
mvtable_mutable,fetch,bookshelf_small,2,0.048,2383,true,0.069873304,0.000114483,82664,25
capt,fetch,bookshelf_small,2,0.048,2383,true,0.267489965,0.017524376,82664,25
kiddo,fetch,bookshelf_small,2,0.048,2383,true,0.116163038,0.000135324,82664,25
mvtable_simd,fetch,bookshelf_small,2,0.048,2383,true,0.072835625,0.000094421,82664,25
mvtable_mutable_simd,fetch,bookshelf_small,2,0.048,2383,true,0.062851481,0.000119994,82664,25
capt_simd,fetch,bookshelf_small,2,0.048,2383,true,0.155346209,0.019051074,82664,25
mvtable,fetch,bookshelf_small,3,0.048,2309,true,0.040309567,0.000088531,8769,163
mvtable_mutable,fetch,bookshelf_small,3,0.048,2309,true,0.029440026,0.000113869,8769,163
capt,fetch,bookshelf_small,3,0.048,2309,true,0.123199764,0.017163016,8769,163
kiddo,fetch,bookshelf_small,3,0.048,2309,true,0.051202577,0.000117987,8769,163
mvtable_simd,fetch,bookshelf_small,3,0.048,2309,true,0.024804711,0.000090617,8769,163
mvtable_mutable_simd,fetch,bookshelf_small,3,0.048,2309,true,0.020438855,0.000126689,8769,163
capt_simd,fetch,bookshelf_small,3,0.048,2309,true,0.046510806,0.018748428,8769,163
mvtable,fetch,bookshelf_small,4,0.048,2378,true,0.021660006,0.000088969,7704,59
mvtable_mutable,fetch,bookshelf_small,4,0.048,2378,true,0.015928053,0.000113589,7704,59
capt,fetch,bookshelf_small,4,0.048,2378,true,0.068008857,0.01785407,7704,59
kiddo,fetch,bookshelf_small,4,0.048,2378,true,0.027433308,0.000118457,7704,59
mvtable_simd,fetch,bookshelf_small,4,0.048,2378,true,0.014598145,0.000109358,7704,59
mvtable_mutable_simd,fetch,bookshelf_small,4,0.048,2378,true,0.012164479,0.000118828,7704,59
capt_simd,fetch,bookshelf_small,4,0.048,2378,true,0.030350691,0.019470931,7704,59
mvtable,fetch,bookshelf_small,5,0.048,2385,true,0.22700333,0.00009146,64504,295
mvtable_mutable,fetch,bookshelf_small,5,0.048,2385,true,0.179373837,0.000125038,64504,295
capt,fetch,bookshelf_small,5,0.048,2385,true,0.6301479,0.017780958,64504,295
kiddo,fetch,bookshelf_small,5,0.048,2385,true,0.298649903,0.000120134,64504,295
mvtable_simd,fetch,bookshelf_small,5,0.048,2385,true,0.170200373,0.000094948,64504,295
mvtable_mutable_simd,fetch,bookshelf_small,5,0.048,2385,true,0.149597802,0.000126438,64504,295
capt_simd,fetch,bookshelf_small,5,0.048,2385,true,0.309065749,0.019442681,64504,295
mvtable,fetch,bookshelf_small,6,0.048,2373,true,0.014537416,0.000086533,3173,37
mvtable_mutable,fetch,bookshelf_small,6,0.048,2373,true,0.010293376,0.000132761,3173,37
capt,fetch,bookshelf_small,6,0.048,2373,true,0.046073867,0.017519885,3173,37
kiddo,fetch,bookshelf_small,6,0.048,2373,true,0.015450639,0.000102891,3173,37
mvtable_simd,fetch,bookshelf_small,6,0.048,2373,true,0.008669604,0.000088696,3173,37
mvtable_mutable_simd,fetch,bookshelf_small,6,0.048,2373,true,0.007452324,0.00011484,3173,37
capt_simd,fetch,bookshelf_small,6,0.048,2373,true,0.01856759,0.022538801,3173,37
mvtable,fetch,bookshelf_small,8,0.048,2383,true,0.003663873,0.000103894,1106,19
mvtable_mutable,fetch,bookshelf_small,8,0.048,2383,true,0.002662037,0.000109022,1106,19
capt,fetch,bookshelf_small,8,0.048,2383,true,0.013048261,0.018048059,1106,19
kiddo,fetch,bookshelf_small,8,0.048,2383,true,0.003727602,0.000103216,1106,19
mvtable_simd,fetch,bookshelf_small,8,0.048,2383,true,0.002091061,0.000088154,1106,19
mvtable_mutable_simd,fetch,bookshelf_small,8,0.048,2383,true,0.001684895,0.000101258,1106,19
capt_simd,fetch,bookshelf_small,8,0.048,2383,true,0.004455842,0.019397539,1106,19
mvtable,fetch,bookshelf_small,10,0.048,2373,true,0.022457437,0.000087567,4827,62
mvtable_mutable,fetch,bookshelf_small,10,0.048,2373,true,0.016175048,0.000117118,4827,62
capt,fetch,bookshelf_small,10,0.048,2373,true,0.08200414,0.017575987,4827,62
kiddo,fetch,bookshelf_small,10,0.048,2373,true,0.027976979,0.000106407,4827,62
mvtable_simd,fetch,bookshelf_small,10,0.048,2373,true,0.013268007,0.000091896,4827,62
mvtable_mutable_simd,fetch,bookshelf_small,10,0.048,2373,true,0.010616578,0.000113665,4827,62
capt_simd,fetch,bookshelf_small,10,0.048,2373,true,0.027243286,0.019149455,4827,62
mvtable,fetch,bookshelf_small,11,0.048,2309,true,0.021334662,0.000085579,4825,35
mvtable_mutable,fetch,bookshelf_small,11,0.048,2309,true,0.015478812,0.000115614,4825,35
capt,fetch,bookshelf_small,11,0.048,2309,true,0.091963178,0.016448472,4825,35
kiddo,fetch,bookshelf_small,11,0.048,2309,true,0.033190192,0.000130696,4825,35
mvtable_simd,fetch,bookshelf_small,11,0.048,2309,true,0.010758925,0.000091251,4825,35
mvtable_mutable_simd,fetch,bookshelf_small,11,0.048,2309,true,0.008726355,0.00010279,4825,35
capt_simd,fetch,bookshelf_small,11,0.048,2309,true,0.025872899,0.017725298,4825,35
mvtable,fetch,bookshelf_small,12,0.048,2371,true,0.023261966,0.000104077,4713,67
mvtable_mutable,fetch,bookshelf_small,12,0.048,2371,true,0.016467868,0.000122676,4713,67
capt,fetch,bookshelf_small,12,0.048,2371,true,0.087535037,0.017555559,4713,67
kiddo,fetch,bookshelf_small,12,0.048,2371,true,0.036882056,0.000102615,4713,67
mvtable_simd,fetch,bookshelf_small,12,0.048,2371,true,0.012302772,0.000115526,4713,67
mvtable_mutable_simd,fetch,bookshelf_small,12,0.048,2371,true,0.010112671,0.000117146,4713,67
capt_simd,fetch,bookshelf_small,12,0.048,2371,true,0.028279791,0.018927401,4713,67
mvtable,fetch,bookshelf_small,13,0.048,2396,true,0.145060205,0.00010204,46034,77
mvtable_mutable,fetch,bookshelf_small,13,0.048,2396,true,0.105420167,0.000147407,46034,77
capt,fetch,bookshelf_small,13,0.048,2396,true,0.554045982,0.017342543,46034,77
kiddo,fetch,bookshelf_small,13,0.048,2396,true,0.159284632,0.000120693,46034,77
mvtable_simd,fetch,bookshelf_small,13,0.048,2396,true,0.092439146,0.000091011,46034,77
mvtable_mutable_simd,fetch,bookshelf_small,13,0.048,2396,true,0.077812392,0.000116767,46034,77
capt_simd,fetch,bookshelf_small,13,0.048,2396,true,0.202386527,0.01897675,46034,77
mvtable,fetch,bookshelf_small,16,0.048,2387,true,0.024109824,0.00008686,4420,78
mvtable_mutable,fetch,bookshelf_small,16,0.048,2387,true,0.017958436,0.000114987,4420,78
capt,fetch,bookshelf_small,16,0.048,2387,true,0.087595494,0.017479692,4420,78
kiddo,fetch,bookshelf_small,16,0.048,2387,true,0.030433821,0.000106297,4420,78
mvtable_simd,fetch,bookshelf_small,16,0.048,2387,true,0.012935562,0.00009078,4420,78
mvtable_mutable_simd,fetch,bookshelf_small,16,0.048,2387,true,0.010478223,0.000129723,4420,78
capt_simd,fetch,bookshelf_small,16,0.048,2387,true,0.027741437,0.018848506,4420,78
mvtable,fetch,bookshelf_small,18,0.048,2341,true,0.050362831,0.000094788,11408,161
mvtable_mutable,fetch,bookshelf_small,18,0.048,2341,true,0.03855469,0.000110605,11408,161
capt,fetch,bookshelf_small,18,0.048,2341,true,0.157493363,0.017524873,11408,161
kiddo,fetch,bookshelf_small,18,0.048,2341,true,0.065196085,0.000117415,11408,161
mvtable_simd,fetch,bookshelf_small,18,0.048,2341,true,0.031641504,0.000084118,11408,161
mvtable_mutable_simd,fetch,bookshelf_small,18,0.048,2341,true,0.026829253,0.000110422,11408,161
capt_simd,fetch,bookshelf_small,18,0.048,2341,true,0.063013302,0.018936224,11408,161
mvtable,fetch,bookshelf_small,19,0.048,2331,true,0.069254287,0.000111536,24248,109
mvtable_mutable,fetch,bookshelf_small,19,0.048,2331,true,0.058557775,0.000142816,24248,109
capt,fetch,bookshelf_small,19,0.048,2331,true,0.204239703,0.017613433,24248,109
kiddo,fetch,bookshelf_small,19,0.048,2331,true,0.086884434,0.000114951,24248,109
mvtable_simd,fetch,bookshelf_small,19,0.048,2331,true,0.047755721,0.000089154,24248,109
mvtable_mutable_simd,fetch,bookshelf_small,19,0.048,2331,true,0.040915813,0.000114475,24248,109
capt_simd,fetch,bookshelf_small,19,0.048,2331,true,0.09543817,0.019105137,24248,109
mvtable,fetch,bookshelf_small,21,0.048,2389,true,0.016837032,0.000101774,3771,40
mvtable_mutable,fetch,bookshelf_small,21,0.048,2389,true,0.012405198,0.00011292,3771,40
capt,fetch,bookshelf_small,21,0.048,2389,true,0.06106289,0.017398807,3771,40
kiddo,fetch,bookshelf_small,21,0.048,2389,true,0.022854628,0.000119763,3771,40
mvtable_simd,fetch,bookshelf_small,21,0.048,2389,true,0.009054596,0.00009291,3771,40
mvtable_mutable_simd,fetch,bookshelf_small,21,0.048,2389,true,0.007456891,0.000111164,3771,40
capt_simd,fetch,bookshelf_small,21,0.048,2389,true,0.019385086,0.019221831,3771,40
mvtable,fetch,bookshelf_small,22,0.048,2345,true,0.018719453,0.000079163,6015,39
mvtable_mutable,fetch,bookshelf_small,22,0.048,2345,true,0.014150237,0.000117521,6015,39
capt,fetch,bookshelf_small,22,0.048,2345,true,0.060104977,0.018126603,6015,39
kiddo,fetch,bookshelf_small,22,0.048,2345,true,0.025942516,0.000159544,6015,39
mvtable_simd,fetch,bookshelf_small,22,0.048,2345,true,0.011679387,0.000085735,6015,39
mvtable_mutable_simd,fetch,bookshelf_small,22,0.048,2345,true,0.01007883,0.000116606,6015,39
capt_simd,fetch,bookshelf_small,22,0.048,2345,true,0.024240687,0.019968726,6015,39
mvtable,fetch,bookshelf_small,24,0.048,2378,true,0.020421288,0.000087648,4325,77
mvtable_mutable,fetch,bookshelf_small,24,0.048,2378,true,0.014599891,0.000139625,4325,77
capt,fetch,bookshelf_small,24,0.048,2378,true,0.072868909,0.017223737,4325,77
kiddo,fetch,bookshelf_small,24,0.048,2378,true,0.030477612,0.000107461,4325,77
mvtable_simd,fetch,bookshelf_small,24,0.048,2378,true,0.011447879,0.000091466,4325,77
mvtable_mutable_simd,fetch,bookshelf_small,24,0.048,2378,true,0.009565022,0.000106658,4325,77
capt_simd,fetch,bookshelf_small,24,0.048,2378,true,0.024778594,0.01880341,4325,77
mvtable,fetch,bookshelf_small,25,0.048,2398,true,0.042611394,0.000098515,9117,64
mvtable_mutable,fetch,bookshelf_small,25,0.048,2398,true,0.03034767,0.000118884,9117,64
capt,fetch,bookshelf_small,25,0.048,2398,true,0.140348723,0.018662247,9117,64
kiddo,fetch,bookshelf_small,25,0.048,2398,true,0.048378506,0.000099816,9117,64
mvtable_simd,fetch,bookshelf_small,25,0.048,2398,true,0.023411555,0.000093102,9117,64
mvtable_mutable_simd,fetch,bookshelf_small,25,0.048,2398,true,0.019334465,0.000158676,9117,64
capt_simd,fetch,bookshelf_small,25,0.048,2398,true,0.049534374,0.02038252,9117,64
mvtable,fetch,bookshelf_small,26,0.048,2272,true,0.021783892,0.000128278,6758,52
mvtable_mutable,fetch,bookshelf_small,26,0.048,2272,true,0.015787034,0.000106014,6758,52
capt,fetch,bookshelf_small,26,0.048,2272,true,0.070516663,0.016605729,6758,52
kiddo,fetch,bookshelf_small,26,0.048,2272,true,0.026348365,0.000098506,6758,52
mvtable_simd,fetch,bookshelf_small,26,0.048,2272,true,0.015116375,0.000098297,6758,52
mvtable_mutable_simd,fetch,bookshelf_small,26,0.048,2272,true,0.012537909,0.000106727,6758,52
capt_simd,fetch,bookshelf_small,26,0.048,2272,true,0.029972202,0.018394388,6758,52
mvtable,fetch,bookshelf_small,29,0.048,2348,true,0.002414998,0.000099504,581,17
mvtable_mutable,fetch,bookshelf_small,29,0.048,2348,true,0.001672963,0.000102278,581,17
capt,fetch,bookshelf_small,29,0.048,2348,true,0.010038327,0.017622974,581,17
kiddo,fetch,bookshelf_small,29,0.048,2348,true,0.003425437,0.000149792,581,17
mvtable_simd,fetch,bookshelf_small,29,0.048,2348,true,0.001313861,0.000102327,581,17
mvtable_mutable_simd,fetch,bookshelf_small,29,0.048,2348,true,0.001041521,0.000099621,581,17
capt_simd,fetch,bookshelf_small,29,0.048,2348,true,0.003522136,0.018692978,581,17
mvtable,fetch,bookshelf_small,30,0.048,2387,true,0.028519507,0.000086306,5267,112
mvtable_mutable,fetch,bookshelf_small,30,0.048,2387,true,0.021271392,0.000140624,5267,112
capt,fetch,bookshelf_small,30,0.048,2387,true,0.114353705,0.017735961,5267,112
kiddo,fetch,bookshelf_small,30,0.048,2387,true,0.037098683,0.000123432,5267,112
mvtable_simd,fetch,bookshelf_small,30,0.048,2387,true,0.020227042,0.00009115,5267,112
mvtable_mutable_simd,fetch,bookshelf_small,30,0.048,2387,true,0.012562574,0.000115638,5267,112
capt_simd,fetch,bookshelf_small,30,0.048,2387,true,0.036249787,0.019135594,5267,112
mvtable,fetch,bookshelf_small,31,0.048,2370,true,0.041384225,0.000088581,12527,72
mvtable_mutable,fetch,bookshelf_small,31,0.048,2370,true,0.03068415,0.000114226,12527,72
capt,fetch,bookshelf_small,31,0.048,2370,true,0.122501139,0.017927347,12527,72
kiddo,fetch,bookshelf_small,31,0.048,2370,true,0.055150359,0.000103872,12527,72
mvtable_simd,fetch,bookshelf_small,31,0.048,2370,true,0.026258625,0.0001061,12527,72
mvtable_mutable_simd,fetch,bookshelf_small,31,0.048,2370,true,0.021911141,0.000116794,12527,72
capt_simd,fetch,bookshelf_small,31,0.048,2370,true,0.05179802,0.020071896,12527,72
mvtable,fetch,bookshelf_small,32,0.048,2379,true,0.400145969,0.000091366,140848,285
mvtable_mutable,fetch,bookshelf_small,32,0.048,2379,true,0.322989969,0.000137734,140848,285
capt,fetch,bookshelf_small,32,0.048,2379,true,1.04683357,0.017593866,140848,285
kiddo,fetch,bookshelf_small,32,0.048,2379,true,0.560800269,0.000133681,140848,285
mvtable_simd,fetch,bookshelf_small,32,0.048,2379,true,0.327963272,0.000094096,140848,285
mvtable_mutable_simd,fetch,bookshelf_small,32,0.048,2379,true,0.293196945,0.000122365,140848,285
capt_simd,fetch,bookshelf_small,32,0.048,2379,true,0.605691011,0.019261813,140848,285
mvtable,fetch,bookshelf_small,33,0.048,2380,true,0.017932055,0.000105532,8280,30
mvtable_mutable,fetch,bookshelf_small,33,0.048,2380,true,0.013640143,0.000115349,8280,30
capt,fetch,bookshelf_small,33,0.048,2380,true,0.066136622,0.018474969,8280,30
kiddo,fetch,bookshelf_small,33,0.048,2380,true,0.025845241,0.000114532,8280,30
mvtable_simd,fetch,bookshelf_small,33,0.048,2380,true,0.013564141,0.000108116,8280,30
mvtable_mutable_simd,fetch,bookshelf_small,33,0.048,2380,true,0.011390818,0.000114298,8280,30
capt_simd,fetch,bookshelf_small,33,0.048,2380,true,0.031553192,0.018554784,8280,30
mvtable,fetch,bookshelf_small,34,0.048,2315,true,0.098766061,0.000087503,31265,82
mvtable_mutable,fetch,bookshelf_small,34,0.048,2315,true,0.073001136,0.000126178,31265,82
capt,fetch,bookshelf_small,34,0.048,2315,true,0.306033623,0.017432552,31265,82
kiddo,fetch,bookshelf_small,34,0.048,2315,true,0.123633188,0.000100961,31265,82
mvtable_simd,fetch,bookshelf_small,34,0.048,2315,true,0.063609979,0.000092866,31265,82
mvtable_mutable_simd,fetch,bookshelf_small,34,0.048,2315,true,0.054131516,0.000116392,31265,82
capt_simd,fetch,bookshelf_small,34,0.048,2315,true,0.129999981,0.017989138,31265,82
mvtable,fetch,bookshelf_small,35,0.048,2348,true,0.003720929,0.000097606,630,30
mvtable_mutable,fetch,bookshelf_small,35,0.048,2348,true,0.002725244,0.000096112,630,30
capt,fetch,bookshelf_small,35,0.048,2348,true,0.015266183,0.016826612,630,30
kiddo,fetch,bookshelf_small,35,0.048,2348,true,0.007377975,0.000100477,630,30
mvtable_simd,fetch,bookshelf_small,35,0.048,2348,true,0.001921884,0.000078685,630,30
mvtable_mutable_simd,fetch,bookshelf_small,35,0.048,2348,true,0.00152798,0.000092223,630,30
capt_simd,fetch,bookshelf_small,35,0.048,2348,true,0.004306599,0.018030188,630,30
mvtable,fetch,bookshelf_small,36,0.048,2368,true,0.013299527,0.000077886,2533,69
mvtable_mutable,fetch,bookshelf_small,36,0.048,2368,true,0.009542038,0.000115059,2533,69
capt,fetch,bookshelf_small,36,0.048,2368,true,0.043043523,0.018003369,2533,69
kiddo,fetch,bookshelf_small,36,0.048,2368,true,0.016558018,0.000101315,2533,69
mvtable_simd,fetch,bookshelf_small,36,0.048,2368,true,0.007431066,0.000097124,2533,69
mvtable_mutable_simd,fetch,bookshelf_small,36,0.048,2368,true,0.006024208,0.000097394,2533,69
capt_simd,fetch,bookshelf_small,36,0.048,2368,true,0.015347678,0.019828975,2533,69
mvtable,fetch,bookshelf_small,38,0.048,2404,true,0.004114051,0.000087699,1264,19
mvtable_mutable,fetch,bookshelf_small,38,0.048,2404,true,0.002592953,0.000117602,1264,19
capt,fetch,bookshelf_small,38,0.048,2404,true,0.013313511,0.017905327,1264,19
kiddo,fetch,bookshelf_small,38,0.048,2404,true,0.004736522,0.000122238,1264,19
mvtable_simd,fetch,bookshelf_small,38,0.048,2404,true,0.002311996,0.000088471,1264,19
mvtable_mutable_simd,fetch,bookshelf_small,38,0.048,2404,true,0.001845325,0.000104065,1264,19
capt_simd,fetch,bookshelf_small,38,0.048,2404,true,0.00549477,0.020159699,1264,19
mvtable,fetch,bookshelf_small,39,0.048,2143,true,0.008298303,0.000080903,1549,17
mvtable_mutable,fetch,bookshelf_small,39,0.048,2143,true,0.005521123,0.00012776,1549,17
capt,fetch,bookshelf_small,39,0.048,2143,true,0.023841548,0.016057189,1549,17
kiddo,fetch,bookshelf_small,39,0.048,2143,true,0.009271071,0.00009487,1549,17
mvtable_simd,fetch,bookshelf_small,39,0.048,2143,true,0.003499795,0.000096017,1549,17
mvtable_mutable_simd,fetch,bookshelf_small,39,0.048,2143,true,0.002721177,0.000096375,1549,17
capt_simd,fetch,bookshelf_small,39,0.048,2143,true,0.007599173,0.017143062,1549,17
mvtable,fetch,bookshelf_small,40,0.048,2340,true,0.024611176,0.000084052,5113,111
mvtable_mutable,fetch,bookshelf_small,40,0.048,2340,true,0.017318274,0.00014718,5113,111
capt,fetch,bookshelf_small,40,0.048,2340,true,0.07700278,0.017378982,5113,111
kiddo,fetch,bookshelf_small,40,0.048,2340,true,0.030984243,0.000105854,5113,111
mvtable_simd,fetch,bookshelf_small,40,0.048,2340,true,0.013659712,0.000091029,5113,111
mvtable_mutable_simd,fetch,bookshelf_small,40,0.048,2340,true,0.011149742,0.000109371,5113,111
capt_simd,fetch,bookshelf_small,40,0.048,2340,true,0.025558097,0.018936845,5113,111
mvtable,fetch,bookshelf_small,41,0.048,2144,true,0.090987448,0.000079091,48938,87
mvtable_mutable,fetch,bookshelf_small,41,0.048,2144,true,0.067041082,0.000105472,48938,87
capt,fetch,bookshelf_small,41,0.048,2144,true,0.265905978,0.015567165,48938,87
kiddo,fetch,bookshelf_small,41,0.048,2144,true,0.153193396,0.000102578,48938,87
